COUNTRY,SEX,YEAR,life_expectancy,average_number_of_calories_available_per_person_per_day,unemployment_rate,regular_daily_smokers,adult_overweight,alcahol_consumption_liter_per_capita,fat_available_ppd,protein_ppd,average_fruit_vegtable_ppd,annual_income,youth_unemployment_rate,Ischaemic_heart_diseas,circulatory_diseases,self_injury,total_hospital_beds
Latvia,ALL,2006.0,70.6,3436.0,16.9,16.8,55.22,9.74,154.17,93.77,186.48,6413.24,6.93,122.52,5093.99,19.13,762596.0
Latvia,ALL,2007.0,70.85,3432.0,8.6,16.6,55.55,9.76,153.96,93.7,175.26,6986.84,10.74,112.72,5151.5,19.27,754865.0
Latvia,ALL,2008.0,72.13,3412.0,3.0,15.8,55.87,10.08,152.9,92.76,172.29,7661.03,16.5,108.91,5133.48,17.97,749473.0
Latvia,ALL,2009.0,72.81,3386.0,2.0,14.5,56.19,10.57,153.75,91.92,159.92,7391.13,16.88,115.38,5290.06,16.96,741933.0
Latvia,ALL,2010.0,73.16,3432.0,1.7,12.7,56.52,4.73,158.01,92.23,162.57,7960.86,16.21,121.32,5474.92,15.4,731919.0
Latvia,ALL,2011.0,73.92,3428.0,2.0,11.2,56.86,4.16,155.66,94.02,169.87,1520.0,15.3,121.99,5240.8,12.81,721690.0
Latvia,ALL,2012.0,74.13,3445.0,2.6,32.56,37.5,4.06,158.65,93.42,181.88,1800.0,16.7,128.29,5291.06,11.51,707806.0
Latvia,ALL,2013.0,74.42,3465.0,2.8,27.8,38.2,2.79,156.7,94.64,195.56,2400.0,19.85,130.45,5097.45,10.64,698303.0
Latvia,ALL,2014.0,74.77,3448.0,3.3,25.1,39.0,2.17,156.9,94.71,173.33,3390.0,19.26,125.32,4918.24,9.47,683484.0
Latvia,ALL,2015.0,75.11,3491.0,0.4,30.3,39.7,2.17,158.46,95.53,176.83,4050.0,17.54,125.85,4822.47,8.44,677799.0
Latvia,ALL,2016.0,75.25,3382.0,3.3,46.0,40.5,2.32,151.31,92.02,181.11,4490.0,10.77,114.64,4607.24,7.58,674420.0
Latvia,ALL,2017.0,75.23,3391.0,3.7,37.0,41.2,2.04,153.54,93.0,179.21,4220.0,9.87,107.9,4587.52,6.94,674830.0
Latvia,ALL,2018.0,75.37,3421.0,3.4,39.0,41.9,3.72,156.9,96.99,176.35,4360.0,16.66,105.57,4192.31,6.59,674473.0
Latvia,ALL,2019.0,76.01,3398.0,2.8,37.6,42.6,3.58,159.14,97.29,174.81,4480.0,18.34,97.32,4035.07,6.1,672573.0
Latvia,ALL,2020.0,75.73,3364.0,2.3,45.0,43.3,3.56,155.19,96.67,173.43,5020.0,18.02,95.02,3860.2,5.53,670443.0
Latvia,ALL,2021.0,73.43,3388.0,1.8,31.9,44.0,3.8,154.81,96.92,178.71,6300.0,19.48,89.91,3721.84,1.33,667560.0
Malta,ALL,2000.0,78.23,3378.0,3.0,27.3,44.6,3.78,157.87,97.32,176.64,7910.0,18.95,86.06,3498.45,1.87,666337.0
Malta,ALL,2001.0,78.84,3379.0,1.8,24.9,45.3,3.37,159.39,97.16,169.13,8570.0,15.86,80.74,1694.5,1.77,24538.0
Malta,ALL,2002.0,78.73,2939.62,2.7,32.6,45.9,3.47,79.44,88.91,125.88,9300.0,12.61,77.38,1815.08,1.41,24082.0
Malta,ALL,2003.0,78.63,2950.41,2.7,30.3,46.5,2.68,79.18,87.96,116.47,9460.0,10.51,72.5,1665.02,1.17,23352.0
Malta,ALL,2004.0,79.43,2878.57,2.6,27.4,47.1,2.54,77.59,87.13,110.82,11020.0,7.96,6.45,1627.53,2.03,22927.0
Malta,ALL,2005.0,79.49,2828.05,3.1,27.5,48.41,2.35,75.48,85.19,117.74,10970.0,6.73,5.89,1503.91,0.46,22604.0
Malta,ALL,2006.0,79.63,2754.29,3.4,44.0,48.39,2.65,72.01,82.15,116.5,11680.0,5.63,23.72,1412.95,2.54,23040.0
Malta,ALL,2007.0,80.06,2798.94,3.3,35.5,48.4,2.49,73.34,84.33,118.07,12810.0,7.97,23.55,1337.9,2.05,22281.0
Malta,ALL,2008.0,79.85,2763.47,3.6,37.0,48.43,2.69,72.71,83.16,115.25,13880.0,7.62,24.59,1510.92,1.27,21462.0
Malta,ALL,2009.0,80.5,2735.73,5.0,32.5,48.5,2.73,70.8,80.98,118.39,14280.0,5.51,24.77,1431.47,1.0,20902.0
Malta,ALL,2010.0,81.55,2747.9,4.0,30.2,48.6,2.97,71.77,80.27,128.24,15490.0,5.97,25.42,1233.52,1.42,20613.0
Malta,ALL,2011.0,81.06,2812.15,3.3,30.4,48.74,2.88,74.22,81.6,135.22,14340.0,7.67,22.48,1250.39,1.38,20159.0
Malta,ALL,2012.0,80.99,2879.23,4.1,26.5,48.93,2.85,76.9,83.83,143.42,14180.0,8.96,21.31,1330.29,1.11,19615.0
Malta,ALL,2013.0,81.97,2911.29,4.7,25.8,49.16,2.99,79.07,84.96,151.55,14170.0,8.47,19.48,1133.9,1.78,19296.0
Malta,ALL,2014.0,82.24,2975.12,5.3,24.9,49.42,2.9,81.43,86.23,159.85,14510.0,9.63,19.15,1175.81,1.51,19405.0
Malta,ALL,2015.0,82.01,3048.3,4.5,35.0,49.72,2.75,84.58,88.82,171.05,16710.0,10.67,18.2,1019.56,1.54,17433.0
Malta,ALL,2016.0,82.72,3095.97,3.9,34.6,50.04,14.22,86.67,89.8,183.09,20260.0,9.79,20.18,946.91,1.4,17241.0
Malta,ALL,2017.0,82.47,3140.4,3.7,34.0,50.39,14.19,89.93,91.32,183.11,23990.0,8.89,20.73,997.92,1.08,15174.0
Netherlands,ALL,2000.0,78.28,3152.77,5.4,32.0,50.76,14.23,91.43,92.74,188.43,25600.0,8.55,19.12,964.93,1.05,14380.0
Netherlands,ALL,2001.0,78.49,3105.16,6.3,29.0,51.12,14.65,90.89,92.21,191.35,27340.0,7.79,21.16,4798.3,0.82,157598.0
Netherlands,ALL,2002.0,78.56,3160.2,7.9,30.0,51.49,14.79,94.68,94.18,186.15,31970.0,9.28,17.27,4837.72,1.0,201035.0
Netherlands,ALL,2003.0,78.79,3194.56,11.8,30.0,51.84,14.77,95.09,95.01,201.77,32780.0,11.02,20.32,4601.83,1.87,175410.0
Netherlands,ALL,2004.0,79.41,3220.06,15.9,28.0,52.18,15.02,96.77,96.62,209.14,32040.0,12.99,17.9,4771.79,1.77,171860.0
Netherlands,ALL,2005.0,79.67,3224.48,16.1,30.0,52.5,15.63,98.28,96.9,215.5,32550.0,15.54,18.02,4738.83,1.93,171155.0
Netherlands,ALL,2006.0,80.07,3227.15,14.9,28.0,52.8,15.24,101.21,95.87,222.77,29680.0,13.76,76.29,4670.12,2.15,170076.0
Netherlands,ALL,2007.0,80.53,3211.56,12.9,29.0,53.07,14.28,97.31,95.92,219.89,27830.0,11.91,75.61,4496.29,2.26,168514.0
Netherlands,ALL,2008.0,80.67,3205.96,11.1,29.0,53.32,13.96,98.89,96.1,214.93,26530.0,10.56,73.7,4493.67,1.78,165897.0
Netherlands,ALL,2009.0,81.0,3218.84,8.4,33.0,53.55,14.04,100.3,97.05,213.22,26010.0,11.22,75.16,4310.34,1.63,164451.0
Netherlands,ALL,2010.0,81.14,3218.68,7.1,27.0,53.77,14.16,101.82,97.66,217.37,24720.0,9.83,75.1,4401.27,1.56,161537.0
Netherlands,ALL,2011.0,81.44,3222.68,7.6,23.9,53.98,14.06,102.13,98.99,220.91,24960.0,8.52,75.13,4773.37,1.59,158944.0
Netherlands,ALL,2012.0,81.33,2478.0,7.5,23.9,54.18,14.25,79.66,66.86,207.05,27330.0,8.04,76.38,4812.37,1.44,157433.0
Netherlands,ALL,2013.0,81.58,2424.0,6.8,24.7,54.38,14.58,68.2,68.68,204.42,28600.0,7.82,78.28,4904.34,1.51,154644.0
Netherlands,ALL,2014.0,81.98,2373.0,6.1,29.0,54.57,14.71,70.63,69.57,171.89,26490.0,7.74,78.96,5094.32,1.24,153433.0
Netherlands,ALL,2015.0,81.73,2598.0,0.0,27.0,54.74,14.41,76.33,72.63,234.35,28130.0,7.22,78.84,4977.46,1.26,151345.0
Netherlands,ALL,2016.0,81.8,2701.0,0.0,23.0,54.91,14.33,85.94,72.95,267.06,3360.0,7.04,81.29,4936.01,1.27,150010.0
Netherlands,ALL,2017.0,82.0,2767.0,0.0,23.0,55.08,14.37,83.73,75.67,294.65,3500.0,6.76,79.21,4928.14,1.15,149646.0
Netherlands,ALL,2018.0,82.45,2916.0,0.0,22.0,55.25,14.07,94.11,80.92,305.73,4170.0,6.18,78.62,4783.94,0.87,148081.0
Netherlands,ALL,2019.0,83.07,2994.0,0.0,20.0,55.42,14.02,98.17,82.56,348.77,5150.0,5.76,83.58,4616.91,0.96,146369.0
Netherlands,ALL,2020.0,81.84,3169.0,0.0,17.0,31.1,14.03,106.74,87.9,375.28,5980.0,7.21,84.87,4737.67,1.02,146104.0
Netherlands,ALL,2021.0,81.54,3056.0,0.0,18.0,31.64,13.86,101.87,84.57,374.97,6160.0,6.95,85.61,4684.58,0.71,144916.0
Netherlands,ALL,2022.0,81.81,3070.0,0.0,18.0,32.1,12.99,109.26,86.63,373.8,6110.0,11.5,85.62,4509.42,0.82,145877.0
Poland,ALL,2000.0,73.86,2821.0,0.0,18.0,32.6,12.9,109.66,81.64,342.81,6110.0,12.32,83.08,4313.68,0.76,145863.0
Poland,ALL,2001.0,74.28,2861.0,0.0,33.0,33.08,12.33,110.78,83.34,290.01,6340.0,14.59,80.14,4260.78,0.81,146241.0
Poland,ALL,2002.0,74.64,2421.0,4.3,32.5,33.58,12.33,86.72,72.59,268.02,6350.0,10.18,80.99,4172.71,0.81,146840.0
Poland,ALL,2003.0,74.73,2376.0,4.3,31.9,34.0,11.79,88.55,64.93,292.66,6650.0,9.91,85.58,4159.88,0.84,146934.0
Poland,ALL,2004.0,74.98,2309.0,4.0,30.2,34.49,11.45,75.63,66.36,267.2,8110.0,10.59,79.68,3926.55,0.7,146310.0
Poland,ALL,2005.0,75.12,2325.0,3.9,29.8,34.92,11.33,80.87,67.37,244.71,10260.0,8.1,76.13,3924.61,0.75,145207.0
Poland,ALL,2006.0,75.38,2403.0,4.8,28.3,35.41,11.21,91.61,66.68,258.81,12480.0,7.18,70.58,3733.33,0.48,142640.0
Poland,ALL,2007.0,75.45,2527.0,6.5,26.2,34.49,11.07,94.89,68.32,276.51,14000.0,9.9,66.77,3681.6,0.6,139994.0
Poland,ALL,2008.0,75.73,2455.0,8.7,26.7,35.05,11.05,92.07,68.72,272.14,15850.0,6.73,63.74,3511.61,0.52,138153.0
Poland,ALL,2009.0,75.91,2479.0,8.8,26.5,35.58,11.26,88.32,70.35,307.37,18510.0,8.22,59.57,3491.1,0.66,137938.0
Poland,ALL,2010.0,76.54,2677.0,8.1,27.4,36.17,11.12,105.61,71.62,294.47,18840.0,7.03,53.22,3489.91,0.58,13885.0
Poland,ALL,2011.0,76.91,2666.0,7.3,26.8,36.73,10.85,94.74,77.09,318.7,19400.0,9.81,48.82,3565.33,0.44,14090.0
Poland,ALL,2012.0,76.97,2784.0,7.8,24.6,37.31,10.82,104.34,77.86,337.9,19460.0,7.78,47.57,3305.35,1.0,14340.0
Poland,ALL,2013.0,77.21,2851.0,8.3,25.0,37.91,10.54,106.15,79.98,355.64,19440.0,8.61,44.16,3235.22,1.12,14475.0
Poland,ALL,2014.0,77.89,2737.0,7.9,22.4,38.55,10.15,115.06,81.18,208.59,19410.0,7.68,41.54,2952.07,1.14,14495.0
Poland,ALL,2015.0,77.64,2719.0,7.1,22.9,39.19,10.24,106.6,83.01,249.36,18900.0,7.49,39.63,2835.52,1.17,14730.0
Poland,ALL,2016.0,78.11,2633.0,5.3,21.1,39.9,10.44,109.32,82.43,213.69,18370.0,9.45,37.06,2715.49,1.16,15075.0
Poland,ALL,2017.0,77.95,2685.0,4.4,21.9,40.63,10.29,109.78,85.79,246.46,17670.0,13.42,35.22,2749.94,1.14,15180.0
Poland,ALL,2018.0,77.95,2689.0,6.7,19.8,41.4,10.15,101.05,85.28,267.6,18310.0,15.56,33.31,2640.59,1.08,15395.0
Poland,ALL,2019.0,78.14,2745.0,7.3,19.2,42.19,10.01,113.77,81.29,232.83,20560.0,16.3,32.22,2528.11,0.9,15450.0
Poland,ALL,2020.0,76.65,2787.0,6.7,18.8,43.0,9.99,105.87,88.82,255.22,22110.0,15.75,32.87,2491.89,0.87,15600.0
Poland,ALL,2021.0,75.61,2799.0,7.0,19.0,43.83,9.87,110.99,86.51,250.49,22130.0,14.73,31.12,2375.89,0.88,15910.0
Portugal,ALL,2000.0,76.85,2812.0,7.0,17.6,44.68,9.74,114.07,86.0,202.93,24070.0,14.15,29.54,2179.19,0.74,16050.0
Portugal,ALL,2001.0,77.19,2823.0,6.1,15.4,45.56,9.62,109.04,88.9,245.77,3600.0,12.11,29.04,2241.64,0.69,16515.0
Portugal,ALL,2002.0,77.41,2724.0,5.0,14.2,46.42,9.62,110.21,84.67,223.72,4670.0,12.11,29.34,2040.53,0.73,17190.0
Portugal,ALL,2003.0,77.55,2721.0,4.0,14.3,47.3,9.28,111.35,84.42,236.59,5800.0,12.37,27.58,2063.19,0.67,18000.0
Portugal,ALL,2004.0,78.44,2727.0,2.9,13.8,48.18,9.16,107.64,86.52,276.01,6720.0,10.51,28.07,2002.26,0.63,18400.0
Portugal,ALL,2007.0,79.3,2709.0,2.2,11.8,49.06,9.17,105.35,87.1,279.85,7130.0,10.05,25.19,1904.84,0.55,18520.0
Portugal,ALL,2008.0,79.55,2676.0,2.0,12.6,49.94,9.41,109.86,85.13,246.09,7670.0,11.6,24.0,2001.82,0.58,18565.0
Portugal,ALL,2009.0,79.77,2648.0,2.6,10.9,50.81,6.54,111.22,85.26,234.71,8870.0,10.13,21.6,1894.76,0.57,18565.0
Portugal,ALL,2010.0,80.06,2638.0,2.8,10.2,51.67,7.02,106.77,84.75,229.78,11050.0,30.49,21.59,3010.97,0.53,18645.0
Portugal,ALL,2011.0,80.72,2611.0,2.2,9.4,52.48,6.32,106.16,80.14,210.47,13010.0,33.02,21.57,2925.68,0.53,18790.0
Portugal,ALL,2012.0,80.61,2601.0,5.3,8.6,53.31,6.92,106.4,80.56,218.87,12540.0,42.2,20.28,2775.3,0.58,18769.0
Portugal,ALL,2013.0,80.97,2565.0,6.3,8.2,54.13,6.86,111.1,78.53,227.63,11120.0,44.89,19.96,2771.46,0.5,18754.0
Portugal,ALL,2014.0,81.39,2559.0,7.5,7.3,54.98,7.83,117.48,76.29,230.88,10020.0,41.81,20.05,2661.03,0.5,18709.0
Portugal,ALL,2015.0,81.35,2639.0,8.0,7.2,55.78,6.62,112.29,80.9,230.24,9880.0,41.78,36.96,2607.2,0.47,18129.0
Portugal,ALL,2016.0,81.36,2657.0,7.8,6.2,56.56,6.74,115.2,81.82,199.78,9840.0,39.03,37.99,2553.49,0.44,17626.0
Portugal,ALL,2017.0,81.64,2630.0,8.4,5.7,57.33,7.1,117.83,79.22,200.99,11240.0,35.4,36.67,2470.38,0.52,14843.0
Portugal,ALL,2018.0,81.54,3041.0,9.0,37.0,58.08,7.5,117.28,94.83,186.54,14240.0,29.11,35.79,2428.08,0.42,14377.0
Romania,ALL,2000.0,71.24,3039.0,8.7,36.0,58.83,8.01,114.4,95.67,179.86,18620.0,25.26,34.14,2363.51,0.4,12521.0
Romania,ALL,2001.0,71.27,3040.0,7.9,32.0,30.6,8.07,113.03,95.01,162.86,19760.0,20.71,32.89,2253.81,0.38,11994.0
Romania,ALL,2002.0,70.97,3013.0,7.2,36.0,31.1,8.26,111.63,92.74,149.57,21300.0,21.54,31.05,2205.41,0.38,11184.0
Romania,ALL,2003.0,71.32,2995.0,7.2,34.0,31.6,8.47,111.58,91.87,170.7,22890.0,22.33,29.43,2211.93,0.44,10794.0
Romania,ALL,2004.0,71.87,3051.0,7.9,34.0,32.1,8.56,110.4,92.51,184.51,25810.0,22.53,27.99,2231.35,0.65,10509.0
Romania,ALL,2005.0,72.21,3037.0,8.9,31.0,32.6,8.59,114.87,92.21,168.05,25990.0,19.72,26.21,2036.03,0.66,10358.0
Romania,ALL,2006.0,72.69,3039.0,9.5,28.0,33.0,8.82,118.17,92.82,157.27,27530.0,17.93,24.31,1964.89,0.96,9828.0
Romania,ALL,2007.0,73.27,3055.0,10.3,28.0,33.6,9.0,114.68,92.18,169.9,29520.0,18.13,23.57,1843.55,0.6,9160.0
Romania,ALL,2008.0,73.47,3046.0,9.4,29.0,34.3,9.11,115.07,92.38,157.2,30860.0,24.5,22.31,1778.32,0.94,8248.0
Romania,ALL,2009.0,73.6,3037.0,8.0,28.0,35.1,8.51,115.15,92.75,137.08,30140.0,37.79,21.66,1722.18,0.74,7857.0
Romania,ALL,2010.0,73.83,2978.0,6.9,29.0,35.9,8.13,102.18,88.36,143.54,27950.0,41.51,20.56,1674.37,0.6,7690.0
Romania,ALL,2011.0,74.6,3209.0,6.6,27.0,36.8,8.2,107.14,93.14,152.33,26840.0,46.21,19.81,1608.79,0.71,7292.0
Romania,ALL,2012.0,74.57,3319.0,6.0,24.3,37.7,8.06,111.19,95.59,161.67,26180.0,52.88,19.4,1513.11,0.69,7476.0
Romania,ALL,2013.0,75.0,3236.0,5.1,23.8,38.7,7.64,110.4,93.31,149.58,24770.0,55.46,18.71,1505.83,0.52,7349.0
Romania,ALL,2014.0,75.07,3269.0,4.7,25.1,39.7,6.99,116.21,96.91,152.53,23680.0,53.17,17.18,1547.07,0.99,7530.0
Romania,ALL,2015.0,75.11,3118.0,4.6,25.5,40.7,6.24,113.97,91.4,155.84,26140.0,48.34,16.66,1436.35,1.34,7166.0
Romania,ALL,2016.0,75.37,3079.0,4.3,23.2,39.63,5.99,111.5,90.29,146.85,31670.0,44.45,16.16,1472.36,1.35,7022.0
Romania,ALL,2017.0,75.38,3170.0,4.0,24.2,39.79,5.64,114.14,92.84,138.58,35770.0,38.62,15.25,1370.16,0.97,7114.0
Romania,ALL,2018.0,75.4,3243.0,3.6,22.8,39.94,5.75,115.52,92.97,130.23,38270.0,34.44,15.03,1374.74,1.15,7309.0
Romania,ALL,2019.0,75.67,3319.0,3.3,21.7,40.09,5.78,120.35,92.99,137.69,40470.0,32.68,14.82,1357.81,1.04,6597.0
Slovakia,ALL,2000.0,73.44,3322.0,3.0,20.7,40.26,5.15,116.75,96.08,143.9,43650.0,38.51,13.91,1273.87,1.48,6584.0
Slovakia,ALL,2001.0,73.69,3318.0,2.8,18.7,40.42,4.44,128.05,99.33,148.71,43660.0,36.93,14.24,1265.11,1.26,742321.0
Slovakia,ALL,2002.0,73.88,3279.0,3.3,19.7,40.59,5.14,137.7,95.26,146.58,44680.0,3.48,13.5,3625.22,1.0,734439.0
Slovakia,ALL,2003.0,73.88,3261.0,3.3,20.5,40.76,5.22,134.33,95.06,145.66,47320.0,7.49,12.99,3547.42,1.12,727552.0
Slovakia,ALL,2004.0,74.31,3268.0,2.9,20.0,40.93,5.5,137.67,93.79,154.39,46560.0,10.95,12.87,3512.72,1.18,720860.0
Slovakia,ALL,2005.0,74.24,3276.0,2.8,20.1,41.09,4.83,136.23,92.58,147.78,47220.0,11.4,12.15,3520.13,1.0,706415.0
Slovakia,ALL,2006.0,74.53,3276.0,0.9,20.5,41.24,5.18,137.72,92.81,117.89,47640.0,14.0,12.51,3518.16,1.38,712172.0
Slovakia,ALL,2007.0,74.65,3251.0,2.1,25.7,41.37,4.75,133.25,90.81,123.47,45780.0,15.84,60.4,3396.85,1.27,710061.0
Slovakia,ALL,2008.0,75.05,3243.0,5.1,25.4,41.5,4.75,136.98,86.83,109.28,44280.0,18.31,63.11,3334.17,1.23,695702.0
Slovakia,ALL,2009.0,75.42,3256.0,5.3,25.6,41.6,4.76,137.05,87.44,119.87,43760.0,14.83,64.87,3365.23,1.29,687795.0
Slovakia,ALL,2010.0,75.66,3197.0,6.4,26.4,41.69,5.0,128.48,87.44,124.04,47470.0,22.05,65.94,3012.78,1.17,685321.0
Slovakia,ALL,2012.0,76.33,3122.0,7.3,25.2,41.77,5.42,125.03,87.39,129.18,49190.0,21.11,66.16,3119.29,1.09,682274.0
Slovakia,ALL,2013.0,76.7,3239.0,6.1,24.7,41.82,5.27,137.29,88.58,134.14,47520.0,23.83,67.47,3134.6,1.18,2928524.0
Slovakia,ALL,2014.0,77.07,3274.0,7.0,24.7,41.86,4.27,140.86,86.94,139.58,51040.0,20.2,67.11,3072.78,0.93,2899559.0
Slovakia,ALL,2016.0,77.42,3271.0,9.2,24.4,41.87,4.67,145.97,86.4,138.5,3310.0,26.71,72.2,3053.76,1.07,2860661.0
Slovakia,ALL,2017.0,77.39,3286.0,10.0,24.1,41.84,4.75,147.79,86.77,132.76,3670.0,25.61,65.45,2900.17,1.23,2827404.0
Slovakia,ALL,2018.0,77.46,2855.0,10.5,24.0,41.78,5.21,112.86,79.25,127.89,4310.0,15.12,67.27,2894.28,0.88,2811563.0
Slovakia,ALL,2019.0,77.91,2915.0,10.1,24.2,41.7,5.69,116.9,80.81,138.1,5580.0,12.11,67.39,2838.05,0.9,2777979.0
Slovakia,ALL,2020.0,77.18,2899.0,9.1,22.3,41.59,5.99,115.52,80.09,145.65,6800.0,10.09,65.47,2852.44,1.14,2194085.0
Slovakia,ALL,2021.0,74.68,2983.0,7.9,23.0,41.48,6.28,117.32,82.13,132.87,8080.0,12.02,66.57,2801.5,0.64,2172007.0
Slovenia,ALL,2000.0,76.28,3012.0,7.9,22.4,41.37,6.71,119.82,83.39,134.12,8960.0,27.4,61.63,2739.09,0.99,2139801.0
Slovenia,ALL,2001.0,76.48,3012.0,8.7,22.4,41.27,6.99,118.58,82.86,152.24,9780.0,32.91,60.12,2698.86,0.69,2120989.0
Slovenia,ALL,2002.0,76.72,3004.0,9.5,23.3,41.18,7.46,120.51,83.53,156.68,11170.0,22.39,58.81,2637.4,0.8,2099391.0
Slovenia,ALL,2003.0,76.52,3062.0,9.7,23.1,41.09,7.61,122.74,84.86,167.14,13560.0,20.87,57.25,2705.64,0.81,2067918.0
Slovenia,ALL,2004.0,77.32,3043.0,10.6,22.5,40.99,7.93,121.65,85.18,161.03,15090.0,18.73,54.98,2592.86,0.81,2697127.0
Slovenia,ALL,2005.0,77.57,3101.0,11.3,22.1,40.88,8.33,124.38,86.61,165.7,14180.0,14.98,55.28,2560.34,0.77,2674678.0
Slovenia,ALL,2006.0,78.35,3109.0,12.4,21.1,40.78,8.88,124.8,87.08,165.02,12860.0,13.12,50.57,2599.13,0.78,2645149.0
Slovenia,ALL,2007.0,78.53,3143.0,12.2,19.7,40.68,9.61,129.1,87.47,164.93,11710.0,13.4,48.33,2366.2,0.31,2619617.0
Slovenia,ALL,2008.0,79.3,3165.0,10.3,19.8,40.58,9.29,126.16,88.36,176.41,11520.0,12.1,46.24,2404.03,0.37,2605589.0
Slovenia,ALL,2009.0,79.46,3110.0,8.8,20.0,42.24,9.46,124.45,88.56,158.79,11840.0,11.86,42.12,2168.96,0.66,2574655.0
Slovenia,ALL,2010.0,79.96,3118.0,7.9,19.9,42.68,9.16,125.42,88.94,167.38,14070.0,11.1,40.17,2099.66,0.58,41807.0
Slovenia,ALL,2011.0,80.24,3190.0,6.6,19.2,43.1,10.38,129.9,89.84,166.69,17760.0,17.93,38.99,2002.1,0.72,41695.0
Slovenia,ALL,2012.0,80.39,3144.0,5.7,18.6,43.52,9.41,128.19,89.31,164.26,22130.0,17.14,33.84,2003.46,0.86,41483.0
Slovenia,ALL,2013.0,80.56,3258.0,5.4,18.8,43.95,9.53,132.75,92.76,172.52,23050.0,21.29,33.25,1904.33,0.53,41591.0
Slovenia,ALL,2014.0,81.34,3280.0,5.3,19.1,44.32,9.47,134.07,93.28,172.73,24370.0,22.83,28.16,1919.22,0.57,40586.0
Slovenia,ALL,2015.0,80.98,3278.0,5.1,33.0,44.66,8.49,133.1,95.12,169.78,25540.0,25.51,25.61,1866.27,0.68,40055.0
Slovenia,ALL,2016.0,81.33,3273.0,6.2,28.0,45.03,8.33,134.06,94.29,160.81,28700.0,25.34,24.07,1790.11,0.47,39285.0
Slovenia,ALL,2017.0,81.29,3337.0,6.4,23.9,45.37,8.68,136.0,94.84,181.86,28570.0,24.05,21.95,1660.26,0.11,39027.03
Slovenia,ALL,2018.0,81.47,3378.0,4.8,23.1,45.72,8.93,139.74,96.91,164.88,30360.0,22.93,20.41,1567.59,0.26,38715.09
Slovenia,ALL,2019.0,81.83,3391.0,3.9,32.0,44.71,9.56,139.47,98.31,180.85,32560.0,19.95,19.27,1473.7,0.69,38231.8
Slovenia,ALL,2020.0,80.67,3423.0,3.4,30.0,44.75,10.16,141.15,98.75,175.76,34770.0,19.42,16.69,1377.04,0.26,37759.31
Sweden,ALL,2000.0,79.92,3406.0,1.9,25.4,44.78,11.68,136.1,98.96,187.52,35150.0,23.55,16.68,1271.4,0.32,37116.7
Sweden,ALL,2001.0,80.01,3382.0,3.6,20.0,44.88,10.62,134.88,99.74,183.73,33460.0,26.55,15.06,1215.04,0.33,37000.28
Sweden,ALL,2002.0,80.09,3404.0,6.0,20.0,45.03,13.03,134.77,100.26,193.6,33060.0,28.25,13.05,1188.67,0.38,36793.36
Sweden,ALL,2003.0,80.37,3403.0,7.6,23.2,45.21,11.41,137.78,98.88,188.88,32580.0,29.24,13.36,1059.33,0.67,35609.07
Sweden,ALL,2004.0,80.54,3261.0,6.0,30.0,45.45,11.48,140.54,96.66,189.63,31410.0,28.28,11.98,1042.22,0.56,34900.45
Sweden,ALL,2005.0,80.82,3323.0,5.8,24.8,45.71,11.58,141.0,94.61,179.77,30850.0,28.33,11.53,991.26,0.7,33379.69
Sweden,ALL,2006.0,81.05,3392.0,5.0,28.4,46.04,12.03,146.1,93.57,195.62,34750.0,26.55,11.18,919.89,0.98,31396.19
Sweden,ALL,2007.0,81.19,3202.0,4.5,28.3,46.42,10.81,137.83,89.78,159.53,42640.0,23.32,10.17,933.23,1.11,29751.23
Sweden,ALL,2008.0,81.35,3213.0,4.1,32.0,46.84,11.33,137.86,91.94,166.06,49610.0,18.46,9.92,924.57,1.07,28684.98
Sweden,ALL,2009.0,81.6,3249.0,4.3,28.25,47.29,10.71,138.16,91.89,157.81,53540.0,16.6,9.47,884.8,0.9,26499.49
Sweden,ALL,2010.0,81.76,3297.0,3.8,27.0,47.78,10.58,144.44,94.2,182.1,55740.0,21.41,9.02,850.44,0.84,24740.91
Sweden,ALL,2011.0,81.99,3176.0,3.7,24.5,48.32,9.07,143.17,89.63,169.13,60390.0,24.17,8.44,794.42,1.07,507996.0
Sweden,ALL,2012.0,81.9,3285.0,4.6,26.5,48.87,9.63,143.58,94.41,169.39,60090.0,25.3,8.34,766.38,1.21,500846.0
Sweden,ALL,2013.0,82.11,3279.0,3.7,24.2,49.43,9.59,140.71,93.85,172.13,61220.0,26.02,8.75,755.33,1.07,494960.0
Sweden,ALL,2014.0,82.44,3336.0,1.1,21.8,50.01,9.59,142.8,94.46,202.93,61990.0,26.48,7.64,3352.14,1.06,484279.0
Sweden,ALL,2015.0,82.23,3363.0,1.9,20.5,50.56,9.59,137.13,97.86,179.82,61650.0,23.52,7.28,3492.54,1.19,479025.0
Sweden,ALL,2016.0,82.51,3427.0,2.8,20.2,51.13,9.59,139.04,99.0,186.8,63200.0,20.63,7.77,3201.83,0.9,475431.0
Sweden,ALL,2017.0,82.58,3390.0,4.1,17.3,51.68,9.59,139.19,97.95,179.0,63670.0,17.63,7.51,3366.78,0.87,468418.0
Sweden,ALL,2018.0,82.71,3411.0,6.2,18.4,52.23,9.0,138.58,96.73,175.32,60510.0,15.01,7.23,3163.21,0.97,462143.0
Sweden,ALL,2019.0,83.22,3450.0,7.9,15.9,52.76,9.12,138.96,96.96,173.29,58040.0,12.74,16.64,3264.57,0.88,455175.0
